Category,Name,Image Path,Description,Style
Bookcases-shelving-units,Soft-closingpush-open-hinge,database/images\Bookcases-&-shelving-units---------Soft-closingpush-open-hinge.jpg,"Can a cabinet door make everyday living in a home more comfortable? Yes! Thanks to these hinges, the door closes softly or can be pushed open. You choose, they can do both.",Transitional
Bookcases-shelving-units,Suspension-rail,database/images\Bookcases-&-shelving-units---------Suspension-rail----------35-cm.jpg,"Want to mount your EKET storage to the wall? Make sure to use a suspension rail. It makes the job both simpler and safer – smart, right?",Scandinavian
Bookcases-shelving-units,Handle,database/images\Bookcases-&-shelving-units---------Handle----------120-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. Clean and discreet BILLSBRO handles blend right in and enhance the modern expression of your home.,Scandinavian
Bookcases-shelving-units,Handle,database/images\Bookcases-&-shelving-units---------Handle----------300-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. HACKÅS knobs and handles are smooth to the touch and easy to grip, and give your home a fresh, modern look.",Contemporary
Bookcases-shelving-units,Drawer-front,database/images\Bookcases-&-shelving-units---------Drawer-front----------60x26-cm.jpg,"LAPPVIKEN white front has a sleek, simple design. It gives your storage a light, modern look and offers good quality at a low price. Complement with SINDVIK glass doors.",Scandinavian
Bookcases-shelving-units,Drawer-frame,database/images\Bookcases-&-shelving-units---------Drawer-frame----------60x15x40-cm.jpg,"Remote controls, ear plugs and books. BESTÅ drawer frame creates space for both small stuff and bigger things. If you complete with inserts, your drawers will be organised too.",Modern
Bookcases-shelving-units,Glass-shelf,database/images\Bookcases-&-shelving-units---------Glass-shelf----------56x16-cm.jpg,"Make your things float in the air. Well, almost. With tempered glass shelves you get a storage solution that’s both airy and organised at the same time.",Modern
Bookcases-shelving-units,Drop-handle,database/images\Bookcases-&-shelving-units---------Drop-handle----------49-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. MOSSARYD drop handles catch your eye and create a warm, personal expression in your home.",Scandinavian
Bookcases-shelving-units,Post,database/images\Bookcases-&-shelving-units---------Post----------190-cm.jpg,"Heavy-duty, our way – a sturdy storage system that withstands moisture, dirt and heavy loads. Also easy to assemble, complete as needed and fits everywhere thanks to its clean design.",Scandinavian
Bookcases-shelving-units,Shelving-unit-with-4-inserts,database/images\Bookcases-&-shelving-units---------Shelving-unit-with-4-inserts----------147x147-cm.jpg,"Place this generous KALLAX combination against the wall or place it to serve as a room divider. The drawers and inserts organise things both big and small, and are nicely finished on both sides.",Modern
Bookcases-shelving-units,Bottle-rack,database/images\Bookcases-&-shelving-units---------Bottle-rack----------83x30-cm.jpg,"Since IVAR storage system is so good at what it does, it has faithfully served customers’ needs across the home for over 50 years. Attics, living rooms, pantries and bedrooms – they all love IVAR.",Modern
Bookcases-shelving-units,Cabinet-with-2-doors,database/images\Bookcases-&-shelving-units---------Cabinet-with-2-doors----------76x40x66-cm.jpg,"Heavy-duty, our way – a sturdy storage system that withstands moisture, dirt and heavy loads. Also easy to assemble, complete as needed and fits everywhere thanks to its clean design.",Scandinavian
Bookcases-shelving-units,Height-extension-unit,database/images\Bookcases-&-shelving-units---------Height-extension-unit----------80x28x35-cm.jpg,"It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",Modern
Bookcases-shelving-units,Door,database/images\Bookcases-&-shelving-units---------Door----------60x64-cm.jpg,"A door with attitude for your BESTÅ storage solution. With the textured surface, you create a modern piece of furniture that protects your things – and spares you from the clutter.",Bohemian
Bookcases-shelving-units,Shelving-unit-with-10-inserts,database/images\Bookcases-&-shelving-units---------Shelving-unit-with-10-inserts----------182x182-cm.jpg,"Place this KALLAX combination against the wall or place it to serve as a room divider. Plenty of drawers and inserts, nicely finished on both sides, keep things organised and dust-free.",Modern
Bookcases-shelving-units,Wall-mounted-cabinet-combination,database/images\Bookcases-&-shelving-units---------Wall-mounted-cabinet-combination----------105x35x120-cm.jpg,It’s edginess in a box. Create an asymmetric or unexpected storage solution and fill it with your things. Stack and combine as you please. Fits in any space and has infinite possibilities.,Modern
Bookcases-shelving-units,Framemesh-basketsshelving-units,database/images\Bookcases-&-shelving-units---------Framemesh-basketsshelving-units----------148x51x173-cm.jpg,"It can be difficult to keep things neat and tidy. JONAXEL storage system lets you utilise the spaces you have in smarter ways. You can build a combination that fits exactly your needs and use it almost anywhere, even in humid bathrooms and laundry rooms.",Modern
Bookcases-shelving-units,2-sectionsshelvescabinet,database/images\Bookcases-&-shelving-units---------2-sectionsshelvescabinet----------174x30x179-cm.jpg,"Since IVAR storage system is so good at what it does, it has faithfully served customers’ needs across the home for over 50 years. Attics, living rooms, pantries and bedrooms – they all love IVAR.",Modern
Bookcases-shelving-units,TV-storage-combination,database/images\Bookcases-&-shelving-units---------TV-storage-combination----------300x36x175-cm.jpg,This robust metal unit provides a perfect home for the TV and all your beloved objects. The top/bottom panels are black-brown on one side and black on the other so you can pick the look that suits you.,Modern
Bookcases-shelving-units,Handle,database/images\Bookcases-&-shelving-units---------Handle----------40-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. Clean and discreet BILLSBRO handles blend right in and enhance the modern expression of your home.,Scandinavian
Bookcases-shelving-units,Handle,database/images\Bookcases-&-shelving-units---------Handle----------120-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. Clean and discreet BILLSBRO handles blend right in and enhance the modern expression of your home.,Scandinavian
Bookcases-shelving-units,Door,database/images\Bookcases-&-shelving-units---------Door----------40x97-cm.jpg,"It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",Modern
Bookcases-shelving-units,Cabinet-w-door-and-1-shelf,database/images\Bookcases-&-shelving-units---------Cabinet-w-door-and-1-shelf----------35x35x70-cm.jpg,"With the EKET series you can create great storage with small cabinets. You decide. And if your space or needs change, you can easily change your EKET solution too.",Modern
Bookcases-shelving-units,Door,database/images\Bookcases-&-shelving-units---------Door----------60x64-cm.jpg,"SELSVIKEN white front has a sleek, simple design with a high-gloss surface that's durable and easy to clean. It adds a fresh and modern look to your storage. Complement with GLASSVIK glass doors.",Minimalist
Bookcases-shelving-units,Cup-handle,database/images\Bookcases-&-shelving-units---------Cup-handle----------89-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. ENERYDA series offers different forms and colours - all with a traditional character and long-lasting design.,Modern
Bookcases-shelving-units,Leather-handle,database/images\Bookcases-&-shelving-units---------Leather-handle----------153-mm.jpg,"Knobs and handles are like icing on the cake – that small detail that makes a big difference. ÖSTERNÄS leather handles add a warm, personal touch to your home giving it character and a natural look.",Scandinavian
Bookcases-shelving-units,Panelglass-door,database/images\Bookcases-&-shelving-units---------Panelglass-door----------40x192-cm.jpg,"It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",Modern
Bookcases-shelving-units,Handle,database/images\Bookcases-&-shelving-units---------Handle----------520-mm.jpg,Knobs and handles are like icing on the cake – that small detail that makes a big difference. Clean and discreet BILLSBRO handles blend right in and enhance the modern expression of your home.,Scandinavian
